run,xign,yign,fuel,slp,asp,ws,wd,m1,m10,m100,cc,ch,cbh,cbd,lhc,lwc
1109,1130.6,-1558.6,149,19,241,13.8,284.6,8.2,36.6,4.6,23,2,0,15,93.9,74.7
1110,801.4,1287.9,185,32,100,2.4,17.3,12.7,23.1,16.5,81,0,0,23,56.2,89.6
1111,1058.5,737.4,141,2,103,7.2,191.0,5.7,34.6,36.5,79,0,0,1,75.1,59.8
1112,1226.3,1447.0,102,38,208,5.7,38.5,17.3,19.4,33.2,69,1,0,37,76.6,76.5
1113,1701.7,1565.0,161,3,59,18.6,76.5,25.5,27.7,15.6,9,2,1,36,91.1,68.6
1114,617.3,1352.0,143,0,220,10.2,340.9,21.8,11.1,21.9,39,5,0,14,69.8,80.9
1115,1236.6,-1300.9,101,15,183,15.1,8.0,31.9,38.2,8.5,31,3,0,31,66.9,58.4
1116,-949.4,-742.1,123,45,56,12.4,112.2,34.7,8.9,37.0,82,4,2,31,56.6,47.0
1117,-317.1,1784.4,104,37,256,18.3,98.5,16.4,16.9,16.3,49,2,0,27,80.6,81.1
1118,173.2,-14.0,146,7,262,25.7,190.2,25.5,30.1,22.8,59,2,1,31,30.7,54.2
1119,-863.1,988.3,121,42,352,0.2,45.8,8.2,2.2,23.2,14,0,0,39,80.8,51.1
1120,149.0,1492.2,186,39,87,12.3,197.4,34.4,7.2,11.2,60,3,2,32,99.5,35.8
1121,1643.3,-735.1,181,29,289,16.8,298.3,19.5,15.4,4.2,58,2,0,22,61.4,89.8
1122,-1725.7,1076.9,201,30,169,13.0,129.6,17.7,37.1,16.5,36,0,0,23,37.3,82.2
1123,-1333.7,1868.1,203,15,260,16.3,15.2,30.2,39.3,39.5,6,2,1,32,34.7,99.8
1124,1833.7,722.1,203,28,196,15.3,109.4,39.4,7.3,26.5,84,4,1,24,61.8,61.6
1125,-1095.8,1086.2,185,17,232,23.3,153.2,19.5,14.2,31.0,80,1,0,29,59.3,40.6
1126,-1818.6,-1271.3,162,6,329,3.4,298.0,27.1,30.9,29.3,43,5,1,39,86.6,82.3
1127,1879.0,915.7,163,9,315,11.7,265.3,21.6,22.9,5.3,12,1,0,32,59.6,92.7
1128,-895.2,-71.2,201,19,226,25.4,109.8,9.3,20.3,6.9,19,1,0,6,49.5,88.3
1129,1789.3,-1601.7,188,23,68,15.5,230.8,15.5,9.1,17.1,61,4,1,10,54.2,45.9
1130,972.5,-249.2,145,40,197,12.8,237.5,37.1,17.1,38.6,25,2,1,2,89.1,99.8
1131,1172.3,-1521.9,145,36,230,1.4,42.9,2.8,18.9,8.2,98,0,0,1,33.1,86.5
1132,826.2,-1827.9,122,7,4,19.2,290.8,11.8,34.2,37.4,33,1,0,14,72.9,46.6
1133,-420.5,642.0,181,6,344,14.7,335.3,28.5,29.1,20.5,92,3,1,2,88.3,65.1
1134,1374.5,-1907.0,149,8,38,1.0,121.6,31.3,32.8,24.1,61,4,1,10,63.3,89.3
1135,599.1,987.5,163,45,69,26.9,340.4,3.9,21.1,32.9,13,2,0,40,88.3,47.2
1136,-873.7,-832.8,122,45,5,3.1,204.5,22.0,30.3,35.8,80,0,0,29,93.4,95.8
1137,1598.7,111.0,109,32,244,12.1,123.1,28.9,14.7,13.2,34,2,0,7,89.7,53.1
1138,-827.1,1286.2,164,26,115,15.3,167.7,6.6,12.8,30.2,51,3,2,34,70.3,80.6
1139,-218.5,-727.8,108,6,20,2.6,286.7,32.8,4.8,10.2,77,5,1,23,63.7,79.9
1140,-1175.3,1384.5,161,1,200,25.6,339.1,8.0,13.5,37.9,2,1,0,32,45.9,67.7
1141,-145.0,-1255.6,164,42,79,2.0,176.8,23.1,14.3,39.7,73,0,0,22,46.9,35.9
1142,178.1,977.8,121,33,314,0.6,75.7,33.8,24.4,28.4,42,3,0,13,80.6,77.0
1143,1402.5,-3.3,256,12,20,20.0,190.3,18.7,31.8,18.6,87,4,2,18,86.1,82.1
1144,-847.0,236.5,162,22,170,27.0,45.2,6.6,9.0,9.1,41,4,0,26,46.4,67.5
1145,-336.4,1248.4,188,43,120,12.9,268.6,12.2,37.0,21.8,41,1,0,10,38.6,95.7
1146,199.4,-1818.3,104,10,72,21.3,318.8,32.3,7.7,28.6,96,3,0,29,51.2,75.9
1147,1531.7,56.1,101,16,82,6.0,226.9,3.6,23.5,23.0,52,4,1,16,64.0,84.6
1148,-1254.3,1589.1,182,32,281,7.3,299.2,32.7,12.7,24.6,51,5,1,16,94.9,94.6
1149,-523.9,865.2,143,33,136,16.5,187.8,11.0,24.0,10.2,9,0,0,5,57.6,48.2
1150,1517.3,1682.0,203,5,154,19.2,77.2,24.3,14.8,23.1,80,5,1,26,34.8,49.6
1151,350.6,-1271.2,187,18,323,21.2,279.4,38.2,36.7,25.7,34,3,0,13,94.4,55.0
1152,230.2,1674.5,182,3,27,16.0,163.6,34.4,12.8,4.8,20,1,0,2,68.8,33.3
1153,-1574.3,-358.3,162,35,151,15.8,282.7,4.1,18.0,23.0,60,4,2,31,85.5,73.8
1154,-131.8,-1116.8,164,45,322,26.9,307.8,25.2,2.5,27.2,87,3,0,27,54.4,34.7
1155,75.8,433.5,148,42,234,4.6,344.5,16.5,8.9,30.3,80,0,0,16,90.5,99.8
1156,761.1,-354.0,163,38,338,28.4,55.8,34.1,29.2,7.5,31,2,0,13,49.0,30.9
1157,680.8,-245.3,142,20,110,20.0,154.4,21.8,20.3,25.8,90,0,0,31,46.0,49.9
1158,-13.4,941.0,165,16,22,28.1,138.6,12.9,33.3,35.5,93,0,0,25,30.1,30.9
1159,1748.9,651.2,108,8,227,5.2,351.6,20.5,8.9,39.7,80,5,1,40,37.4,47.7
1160,-923.7,542.1,163,4,175,30.2,197.7,8.0,22.3,17.6,99,0,0,35,36.4,95.8
1161,-1604.8,-437.4,124,31,45,31.0,314.2,8.6,24.4,26.0,9,4,2,36,43.5,55.5
1162,-1037.9,-1780.0,142,34,122,17.3,117.0,12.9,31.5,18.5,74,0,0,31,97.5,65.2
1163,757.0,-919.2,164,45,269,6.4,318.6,25.6,11.6,3.3,56,3,0,15,88.8,80.8
1164,-385.9,-1782.4,185,24,349,10.0,262.1,22.3,17.2,33.8,4,4,1,32,81.4,62.8
1165,-1827.3,-1.5,147,12,282,25.9,207.0,16.3,38.8,26.0,96,2,1,3,47.8,62.7
1166,1291.8,330.6,165,26,343,9.0,358.9,17.4,17.4,9.4,8,4,1,31,34.6,47.7
1167,1769.5,328.8,144,1,18,9.7,259.8,23.8,20.2,35.7,88,4,0,24,65.0,82.4
1168,-1504.1,606.8,144,5,133,22.1,283.1,32.6,16.7,4.8,49,1,0,8,47.6,90.6
1169,-1361.1,-1053.0,121,23,78,21.3,67.2,15.0,7.4,6.9,88,1,0,30,76.3,83.8
1170,1917.2,679.1,103,43,276,14.1,271.1,7.0,19.7,5.3,83,2,0,7,51.6,35.4
1171,-1199.1,-1426.2,187,33,201,11.6,181.7,5.1,4.1,39.9,58,4,2,32,95.3,60.0
1172,88.0,-1261.3,143,26,197,28.5,333.9,12.7,30.9,5.3,16,1,0,0,33.8,61.7
1173,-1677.4,725.5,185,30,175,27.1,144.1,11.5,25.1,18.6,63,1,0,13,68.9,81.4
1174,35.8,-994.6,147,44,54,12.2,178.9,28.1,21.7,15.5,35,2,1,14,48.2,86.9
1175,604.3,1310.7,181,44,337,17.1,219.4,37.5,7.9,25.7,52,1,0,5,91.9,84.8
1176,983.5,-1202.2,163,0,212,8.5,150.6,6.4,18.8,33.2,42,3,2,12,96.8,81.4
1177,473.4,1582.0,101,35,147,13.3,192.5,33.0,24.1,20.7,39,4,2,7,48.2,80.7
1178,115.7,-1583.9,109,44,31,29.2,143.9,18.7,7.9,23.5,49,3,0,8,97.2,66.0
1179,1918.1,1625.4,165,20,345,14.7,286.6,6.9,36.5,12.1,3,2,1,34,41.0,90.4
1180,980.6,589.8,141,29,85,23.1,80.7,23.9,34.9,31.7,82,0,0,5,42.7,93.9
1181,1666.0,488.6,103,42,176,13.5,3.6,31.2,12.7,30.5,16,1,0,23,32.3,51.3
1182,-633.1,451.7,162,5,334,6.9,213.0,30.5,18.5,33.9,64,5,2,2,72.0,79.4
1183,-836.6,1024.4,102,10,136,10.0,291.8,5.3,37.3,31.0,54,2,0,28,44.0,73.1
1184,1415.3,-716.3,102,30,256,3.5,319.9,12.1,2.4,10.4,42,1,0,17,44.1,96.3
1185,-152.7,367.2,102,45,316,21.3,119.3,23.3,9.5,39.4,30,4,0,27,51.7,51.6
1186,435.1,1125.5,109,9,344,30.9,327.2,13.1,24.0,28.7,95,4,2,19,38.1,43.1
1187,1245.4,350.4,104,33,191,8.7,173.3,17.9,11.7,21.2,21,5,0,39,74.1,53.7
1188,1701.2,-137.1,201,21,295,20.3,134.8,31.2,36.2,37.0,68,0,0,21,48.7,77.7
1189,-678.2,-1568.5,203,12,337,7.5,15.2,25.8,35.3,24.6,9,0,0,33,94.3,78.7
1190,-1549.6,-510.1,122,24,289,27.0,82.2,28.1,24.7,17.9,1,2,0,31,37.7,50.9
1191,-811.8,589.7,256,7,302,29.8,81.1,13.1,15.1,30.4,31,1,0,38,51.1,40.8
1192,-1474.1,76.7,202,18,232,1.0,308.7,12.1,11.5,13.5,42,2,1,28,82.8,81.2
1193,-295.8,1080.7,184,24,247,18.9,189.6,22.2,26.4,23.7,5,2,1,0,50.1,50.7
1194,-44.6,-1574.6,123,13,88,25.3,35.5,34.4,10.5,18.0,17,1,0,19,87.1,31.6
1195,-1748.2,-985.6,186,21,302,24.6,14.9,32.3,14.7,25.4,10,4,2,25,39.4,41.0
1196,-1515.4,-463.4,162,18,80,29.2,249.3,11.5,20.2,20.0,36,4,1,40,85.1,98.5
1197,-327.0,1807.1,256,22,272,30.6,142.9,12.7,25.0,21.0,62,1,0,12,36.7,48.2
1198,-1149.0,-908.0,143,19,164,2.4,93.6,32.2,33.0,37.7,12,0,0,4,82.5,42.3
1199,246.7,663.6,183,10,29,8.0,323.9,36.4,24.9,19.1,24,1,0,4,97.3,37.1
1200,955.9,-1614.8,101,5,31,24.2,14.1,31.4,16.3,12.2,5,3,0,37,98.2,82.8
1201,-582.3,1286.3,161,14,337,21.5,304.4,2.9,5.8,6.0,49,5,1,33,49.5,82.6
1202,812.0,-1626.3,101,45,18,24.6,126.6,16.6,25.9,30.6,55,5,2,38,42.6,37.7
1203,-880.4,35.3,141,13,126,3.4,147.3,36.1,13.8,35.3,18,2,1,37,33.8,65.9
1204,637.3,-707.6,183,3,281,5.8,159.9,3.3,28.8,7.8,94,4,1,12,83.7,47.1
1205,-1179.2,544.3,184,0,247,21.4,306.8,24.7,4.0,2.7,92,1,0,26,47.2,66.5
1206,1686.3,-996.3,102,27,247,27.0,286.8,19.2,6.0,11.2,14,3,1,0,47.0,66.0
1207,-1658.6,-1274.6,104,19,302,8.1,287.6,21.3,10.7,2.8,100,4,1,7,37.0,53.6
1208,660.8,724.9,189,32,4,28.9,292.6,28.3,8.7,26.8,38,1,0,7,72.8,52.4
1209,1849.3,-1119.7,104,22,159,29.4,157.9,7.2,10.9,19.8,16,3,2,37,41.1,48.0
1210,-359.9,1898.9,161,30,6,1.8,291.4,18.4,11.9,24.8,8,1,0,6,47.2,40.7
1211,-52.6,1759.7,142,1,182,7.6,268.5,9.3,28.9,4.1,78,1,0,15,82.6,77.0
1212,-584.8,-986.9,106,26,302,14.8,354.8,27.0,14.1,30.0,90,2,1,30,32.6,35.3
1213,1690.1,684.4,188,2,174,15.4,16.1,16.4,20.6,17.0,25,5,2,14,34.0,87.1
1214,-646.5,630.6,146,22,6,19.1,202.5,29.3,20.2,33.5,90,3,1,26,78.9,91.4
1215,-204.8,113.0,107,44,84,9.1,301.7,7.6,16.4,24.5,77,0,0,12,86.1,31.7
1216,835.6,1695.0,104,10,177,19.3,19.0,18.0,9.7,9.5,93,3,2,16,95.9,34.0
1217,1582.6,-393.7,162,12,60,16.1,174.5,18.3,14.1,19.5,89,3,0,38,31.6,89.8
1218,1289.2,-722.6,105,2,316,8.3,141.7,21.1,30.5,11.8,18,4,0,1,32.3,35.0
1219,315.3,-1669.9,186,8,300,1.8,31.3,38.6,6.9,25.0,17,1,0,1,99.8,76.9
1220,1712.2,-607.0,185,21,22,3.4,183.6,32.4,13.1,27.9,71,3,0,7,30.2,53.0
1221,1280.0,-1409.8,201,44,165,0.0,219.2,7.6,20.8,25.9,19,2,1,6,31.1,93.7
1222,1188.0,-1167.9,161,39,120,20.5,185.6,4.3,10.0,27.4,56,2,0,29,38.6,63.7
1223,-1774.5,1720.4,162,28,239,23.7,46.8,26.9,39.4,3.0,52,4,2,22,81.4,62.7
1224,-306.4,1807.0,185,21,203,6.1,24.0,3.1,25.2,24.1,36,2,1,30,87.5,85.7
1225,214.2,115.3,189,7,197,0.2,25.5,16.5,8.2,12.4,95,3,1,11,35.4,86.8
1226,-890.4,-1338.6,189,20,333,21.3,10.7,20.5,8.1,20.3,75,0,0,15,86.3,55.0
1227,-569.3,406.3,123,17,126,27.7,82.9,21.8,7.9,7.6,21,3,1,27,50.3,76.9
1228,573.6,-935.7,189,15,74,20.5,124.3,30.3,34.7,33.2,9,4,2,38,68.4,56.7
1229,-1583.3,1090.6,102,20,308,24.5,125.8,11.2,34.6,34.9,34,3,1,4,96.1,81.4
1230,953.1,-896.4,124,23,148,8.3,4.6,28.8,28.2,10.6,85,4,1,10,95.7,56.4
1231,-844.5,1632.5,107,32,20,27.8,72.6,7.0,4.3,20.4,89,4,0,34,92.1,94.9
1232,465.4,-911.7,164,30,154,1.0,284.5,33.4,13.3,29.6,68,3,2,34,60.7,88.4
1233,1792.2,-27.0,102,0,207,11.4,176.3,4.7,33.0,19.5,20,1,0,23,85.5,72.6
1234,422.8,16.8,147,17,177,22.8,68.8,28.9,15.0,10.2,96,3,2,25,89.3,84.3
1235,1206.6,-195.3,204,8,153,22.4,282.8,19.2,29.1,17.1,90,4,0,26,74.8,73.4
1236,290.5,-955.4,185,30,192,22.2,104.2,17.2,20.6,23.3,76,4,0,23,31.0,36.4
1237,794.9,1817.5,144,15,273,21.1,263.5,35.3,13.0,39.9,73,2,1,38,41.6,91.4
1238,-69.5,160.1,204,4,226,9.4,273.0,36.5,26.6,22.3,95,3,2,19,95.8,90.7
1239,1403.2,690.2,189,18,138,23.0,318.9,32.2,27.7,22.7,63,0,0,36,70.7,55.0
1240,1044.7,-434.7,123,37,22,1.4,297.1,16.4,10.3,35.3,34,5,0,35,63.4,31.5
1241,536.5,-938.5,122,4,315,11.4,340.6,9.9,39.5,4.4,74,2,0,17,30.6,48.5
1242,1106.8,-977.8,102,32,35,14.0,297.9,19.5,37.5,24.8,72,5,0,25,76.6,44.9
1243,1163.7,193.8,105,18,350,18.8,23.8,32.0,6.8,11.9,54,3,2,14,50.6,51.6
1244,-1614.6,-1095.4,186,19,91,13.0,78.5,19.0,5.8,30.5,76,2,0,35,67.9,91.1
1245,1289.7,-616.0,162,39,288,30.7,88.0,8.9,29.6,22.1,16,1,0,11,53.2,95.9
1246,-1127.9,-106.8,162,38,82,21.7,328.4,29.0,23.2,15.7,65,4,0,15,74.3,56.3
1247,806.8,-943.6,143,25,103,5.1,151.7,14.2,36.9,26.0,97,3,0,31,35.2,32.9
1248,-113.1,137.5,184,3,224,9.9,123.9,31.8,10.5,25.3,26,4,0,31,64.2,94.0
1249,1040.1,-1098.4,162,17,219,30.9,250.1,3.7,18.3,3.0,85,2,0,8,69.2,78.9
1250,572.4,-1109.6,143,42,15,21.4,187.7,17.3,32.5,9.6,32,1,0,31,36.6,93.7
1251,1451.1,680.7,146,18,233,29.9,120.4,3.2,22.4,4.2,39,4,0,37,75.7,36.2
1252,145.5,671.6,183,5,46,13.0,46.5,22.4,12.4,19.4,33,1,0,9,88.1,75.1
1253,-1245.3,-950.6,105,35,268,29.4,212.1,35.3,35.8,9.2,53,0,0,27,48.9,98.0
1254,325.2,-873.5,124,4,269,25.2,67.8,35.1,12.1,37.8,83,2,1,29,92.9,77.8
1255,-1500.6,-489.0,148,44,22,16.9,158.7,11.4,3.0,13.1,89,0,0,28,65.2,38.8
1256,-924.0,-1533.9,142,4,182,15.2,136.4,4.1,37.7,6.7,47,2,0,15,46.9,94.0
1257,-1302.1,-568.8,147,16,161,10.3,80.4,15.3,36.9,27.8,57,5,0,26,89.3,30.8
1258,1145.9,-518.1,102,25,157,21.5,351.7,17.3,31.1,12.0,54,1,0,20,47.9,83.4
1259,-1246.8,-1811.4,202,37,29,18.0,358.8,9.4,38.7,13.6,56,1,0,23,55.7,62.2
1260,-195.2,-721.3,188,26,354,29.0,157.8,3.9,5.8,12.1,23,0,0,38,57.7,86.1
1261,-1917.4,-799.8,146,1,216,6.2,31.0,37.2,6.7,12.4,82,0,0,9,84.9,59.9
1262,-169.1,-860.2,106,0,326,18.7,51.2,25.2,36.1,37.6,54,0,0,29,85.5,96.0
1263,53.8,-204.9,147,0,251,0.3,94.9,8.3,24.9,24.2,14,3,1,7,50.2,89.9
1264,96.4,1160.2,204,7,185,15.5,73.7,33.5,8.8,20.9,57,0,0,37,82.5,90.1
1265,-872.4,1536.9,165,11,214,28.4,316.3,13.7,36.9,11.1,73,0,0,0,75.1,71.4
1266,305.4,-1086.6,188,29,36,15.8,66.1,39.6,14.6,15.1,35,2,0,25,91.1,46.3
1267,1347.3,-1574.9,106,18,284,18.5,11.9,16.0,28.9,14.1,67,3,2,31,41.0,40.3
1268,-1261.2,-1556.5,108,34,12,24.4,349.1,22.3,39.1,36.8,19,0,0,8,35.5,88.1
1269,1580.8,578.3,188,2,180,8.8,342.7,22.8,2.7,38.3,77,5,2,18,64.2,59.0
1270,1622.5,-1786.8,256,9,248,0.6,16.7,28.8,11.5,17.6,90,3,0,7,58.4,82.7
1271,-249.2,-1095.9,146,32,161,28.7,8.5,27.3,36.8,2.5,41,4,0,27,75.9,86.4
1272,1481.2,1214.1,162,35,157,29.1,43.6,3.0,13.3,26.2,24,3,2,22,77.0,36.1
1273,-182.3,-839.5,104,12,195,22.8,85.9,24.5,23.3,22.0,77,0,0,11,77.2,92.7
1274,-447.4,-1362.1,103,43,162,17.2,209.9,10.1,20.2,3.2,75,3,2,35,44.6,60.4
1275,347.0,-1607.1,163,24,80,21.0,84.8,33.8,24.6,35.0,98,2,1,2,93.1,59.0
1276,-1305.0,-165.6,184,26,36,7.3,53.2,22.7,18.5,4.9,12,4,0,2,69.4,98.1
1277,-1639.8,-1237.5,202,41,277,4.6,314.4,3.8,33.8,16.3,68,0,0,29,86.1,85.6
1278,1083.9,-812.9,102,16,234,19.5,65.1,3.8,6.8,35.0,12,4,1,36,46.1,59.5
1279,676.9,912.1,108,24,302,11.4,56.6,3.4,14.8,33.2,10,0,0,1,74.7,30.6
1280,1305.2,1720.8,187,2,20,5.9,335.3,35.8,19.9,39.4,33,2,0,14,40.5,58.2
1281,-1089.1,-1324.3,181,44,143,7.9,327.4,6.6,18.1,18.3,22,5,1,22,52.0,85.3
1282,-723.0,-1398.8,109,21,342,4.0,14.8,6.3,28.2,2.8,53,5,2,7,85.3,72.5
1283,1700.9,-1277.3,143,40,257,5.5,307.6,27.4,9.3,32.2,48,2,1,4,68.7,77.8
1284,1531.1,288.6,162,9,171,9.2,87.2,20.7,10.7,31.9,41,5,0,8,57.9,63.8
1285,179.6,-894.6,184,21,106,0.7,112.4,24.0,4.4,24.7,73,4,1,34,97.3,61.8
1286,-855.5,-796.6,204,29,255,7.6,27.6,18.5,23.8,7.4,95,3,0,4,63.8,91.4
1287,99.3,-1073.7,108,37,22,26.3,157.2,25.5,8.9,27.6,45,3,1,4,72.2,40.2
1288,-91.9,1471.4,146,15,13,3.7,77.8,5.6,38.6,29.8,12,5,0,4,74.2,87.7
1289,-1423.5,-1812.5,108,8,67,0.6,349.6,39.0,15.4,10.6,26,5,2,14,81.5,49.9
1290,-731.7,-798.4,162,28,17,18.4,237.9,24.5,17.6,4.7,27,4,2,12,87.0,32.4
1291,1659.1,422.1,146,36,243,27.9,218.6,12.8,3.4,8.0,87,5,2,9,99.4,89.8
1292,1439.9,-581.0,164,16,297,9.3,296.4,33.4,25.2,11.8,2,1,0,35,55.9,44.5
1293,-251.4,291.6,103,41,341,18.3,20.7,15.9,11.2,17.5,97,5,0,19,82.6,79.3
1294,-664.1,1551.0,147,44,311,9.7,155.2,31.5,3.2,22.8,86,3,1,9,77.3,83.4
1295,1704.6,1695.8,181,23,74,21.3,175.4,30.8,9.2,29.1,84,3,2,34,30.9,58.1
1296,-1866.7,817.6,122,40,165,21.1,73.4,11.5,17.1,14.0,90,4,1,40,32.7,75.3
1297,1345.2,359.3,186,23,277,7.7,0.4,31.0,10.0,34.2,30,1,0,4,58.3,92.0
1298,-1484.0,-585.7,142,27,56,12.7,265.4,5.6,24.8,22.2,11,0,0,29,69.4,48.4
1299,-173.7,1860.3,124,25,293,28.8,192.7,17.7,13.4,18.9,37,5,1,8,84.1,76.9
1300,1699.0,-259.2,121,3,219,27.8,87.4,35.7,13.8,36.1,25,5,1,25,62.3,50.1
1301,793.3,-1429.5,164,42,244,1.6,110.9,19.2,22.0,16.6,41,2,1,9,86.6,46.8
1302,-1703.9,-317.3,186,33,211,13.1,149.7,13.8,4.8,26.1,89,4,0,17,39.4,89.2
1303,-1215.4,-582.2,109,45,125,1.2,47.4,21.2,33.1,18.7,42,1,0,40,53.4,31.3
1304,527.9,139.7,121,24,28,8.0,277.5,36.4,9.9,29.1,12,1,0,3,37.2,33.2
1305,-1647.2,941.4,148,17,17,9.9,41.3,6.3,6.7,13.2,14,1,0,1,55.5,85.0
1306,-1580.6,14.4,201,12,31,8.8,336.8,14.7,7.5,2.4,26,4,0,6,95.2,58.6
1307,1201.5,1722.2,183,16,76,21.4,30.6,31.8,11.9,8.2,27,0,0,6,89.0,41.9
1308,351.0,1420.3,106,23,212,24.5,182.5,25.8,2.0,4.0,25,2,1,33,73.8,92.1
1309,702.5,1282.8,121,43,194,3.7,146.0,28.9,30.0,13.7,95,0,0,14,60.8,45.2
1310,1458.9,-776.3,106,10,124,5.8,342.4,24.4,23.1,9.5,94,4,0,24,62.4,36.8
1311,1054.2,1245.9,147,42,86,30.4,192.2,16.1,34.2,27.3,78,5,2,33,59.5,60.1
1312,-935.1,1357.9,107,45,175,4.0,159.4,32.2,37.3,24.7,38,4,0,38,34.1,63.0
1313,1792.6,479.2,162,30,73,3.0,359.2,19.0,5.0,11.8,75,2,0,5,43.8,49.8
1314,-727.4,133.9,184,18,328,21.9,208.9,35.1,27.4,21.9,62,4,1,36,71.9,33.1
1315,319.8,963.7,203,8,144,31.0,192.1,24.2,37.4,22.2,53,3,1,28,85.7,72.9
1316,18.5,314.0,256,35,54,4.7,352.8,4.1,30.5,16.3,18,3,0,8,55.3,42.1
1317,-1350.2,-1811.8,104,37,350,7.4,314.7,14.4,36.0,30.8,35,2,1,38,93.5,85.5
1318,1094.5,548.9,202,16,86,4.7,220.4,2.7,38.5,26.3,90,5,0,31,35.5,45.6
1319,1124.4,374.8,124,20,227,22.2,69.3,23.6,7.5,10.5,60,0,0,6,77.1,71.3
1320,-1467.6,1519.2,106,24,152,23.0,143.2,6.8,35.0,9.4,24,2,0,9,30.5,99.4
1321,-747.9,-1417.5,188,29,0,16.9,24.7,32.5,32.0,16.1,13,3,2,0,55.2,32.3
1322,-1820.9,1061.7,144,28,38,7.3,70.3,7.0,3.1,9.4,58,4,1,24,64.9,56.3
1323,1179.0,1115.3,108,45,4,28.5,345.8,16.2,26.6,17.5,4,3,0,16,61.8,48.8
1324,-207.7,1047.4,145,7,284,4.1,97.9,33.0,25.1,38.8,100,0,0,14,86.3,56.9
1325,-325.2,-1211.5,163,17,178,5.6,2.4,5.7,5.2,10.5,68,3,2,18,38.1,78.8
1326,325.8,-1502.8,185,8,271,16.6,342.2,28.0,29.4,27.9,5,4,2,24,37.2,78.4
1327,-1148.5,-86.5,145,31,103,13.3,93.9,11.2,24.0,37.1,2,5,1,36,62.0,91.4
1328,-441.5,-1577.1,183,13,36,1.1,330.8,19.4,22.3,26.9,64,4,1,3,41.3,31.2
1329,1140.3,-1568.9,148,11,75,15.1,249.2,9.9,29.5,37.9,33,1,0,27,38.1,42.0
1330,-1481.7,-1144.4,185,40,259,3.6,130.4,23.5,15.6,25.4,12,1,0,40,51.7,77.1
1331,-353.5,1284.2,147,22,211,17.3,195.3,14.3,6.9,35.9,24,2,0,11,89.2,57.4
1332,415.2,499.3,186,42,0,29.2,229.7,2.4,11.0,32.5,33,1,0,14,71.0,52.5
1333,1015.7,-276.7,183,27,63,7.8,115.5,16.4,29.3,4.4,2,3,0,24,39.4,30.7
1334,-835.9,41.4,162,19,46,19.5,223.4,29.3,23.7,32.2,43,4,1,3,45.9,74.2
1335,-1828.2,-1879.7,186,24,75,3.3,232.6,31.4,17.3,38.9,45,3,2,19,63.1,99.3
1336,-1552.9,1161.1,143,29,41,17.9,176.4,11.0,8.4,12.4,87,2,0,27,35.0,67.2
1337,-1846.6,-1641.6,144,29,53,25.5,147.2,10.7,13.2,37.8,55,3,2,6,78.4,68.5
1338,-712.2,-508.0,124,16,179,26.4,186.9,39.4,13.0,11.6,92,2,1,30,34.7,92.5
1339,1370.6,1381.4,165,1,160,1.2,151.8,36.7,17.6,15.1,42,5,2,27,83.9,77.8
1340,-122.5,572.7,146,15,150,9.6,10.5,17.9,5.6,22.0,47,5,0,19,70.2,74.4
1341,-799.0,-78.1,144,41,313,30.2,156.2,39.8,36.8,17.4,83,2,1,11,79.1,56.4
1342,1568.1,-1214.1,104,26,251,1.2,177.1,19.4,32.4,21.1,93,1,0,39,95.6,73.9
1343,-1048.5,1705.4,189,15,142,27.5,243.0,36.1,6.6,10.2,78,1,0,7,78.1,96.2
1344,-866.5,-1064.3,204,35,12,16.1,295.3,6.2,36.3,8.0,84,0,0,25,50.8,75.2
1345,-147.7,-1.4,161,44,268,8.4,354.5,22.6,29.7,2.4,13,3,0,20,51.6,76.5
1346,-649.3,-2.9,107,40,153,22.9,175.9,33.7,16.3,20.6,47,3,2,26,43.6,42.4
1347,1502.3,1839.7,144,27,82,18.2,318.9,12.4,8.9,12.3,66,5,1,13,51.6,37.7
1348,-1405.8,-1488.0,122,0,348,28.0,270.6,17.9,37.4,27.6,69,2,1,28,64.8,85.5
1349,-768.5,-1650.0,141,26,237,16.4,255.0,18.0,14.6,33.9,14,2,0,16,97.9,63.6
1350,601.4,944.4,123,19,247,5.7,18.8,15.7,18.5,30.1,3,4,2,11,31.4,45.6
1351,-1465.9,-989.0,149,39,285,7.5,239.9,19.5,29.0,20.6,29,5,0,2,97.7,57.4
1352,-75.7,274.9,144,37,183,20.5,244.4,2.3,2.8,27.4,93,0,0,3,66.7,91.4
1353,63.7,599.9,122,16,207,9.7,53.4,16.5,34.5,32.4,83,5,2,5,49.8,72.2
1354,-227.8,995.6,144,9,23,3.8,77.3,29.6,15.2,33.6,27,1,0,36,81.1,79.7
1355,-91.2,1668.8,104,43,285,26.0,304.6,10.9,11.7,20.8,30,0,0,38,37.7,43.5
1356,-1386.1,327.5,102,21,292,21.6,68.8,26.7,36.5,30.5,24,3,0,21,35.9,49.2
1357,534.2,636.3,182,18,149,11.9,156.9,16.0,37.3,33.5,14,0,0,6,47.5,66.9
1358,-1654.3,1035.7,161,4,159,8.1,203.5,27.7,14.6,23.5,32,3,0,25,98.6,59.9
1359,1779.1,1213.8,203,20,186,0.2,255.4,33.0,15.3,16.6,27,4,0,2,93.8,31.9
1360,1093.8,-1533.2,109,16,353,4.4,235.4,34.1,4.8,30.5,45,2,1,36,94.2,78.1
1361,-1142.1,-1213.4,204,16,237,21.2,168.5,24.7,2.1,17.0,35,5,1,21,45.3,87.0
